ID_Equipo,Fecha,Frecuencia_Hz,Aceleracion_RMS_g,Crest_Factor,Temperatura_C,Horas_Operacion,Fallo,Tipo_Fallo
1,2023-01-01,104.861614851422,0.11684962978601665,3.0946477707422466,39.82568856632307,3,0,
1,2023-01-02,83.67039708627426,0.5479335915932795,2.3611961727872743,36.80789181519803,4,0,
1,2023-01-03,100.49874059664761,0.30766647088136656,2.5459579099189016,42.30740669081665,5,0,
1,2023-01-04,97.97487909601944,0.4949529442424655,3.53022738225752,31.619841276739407,10,0,
1,2023-01-05,80.95932389668602,0.4772264111649135,3.1542461967667554,41.68636104313471,19,1,Alineación incorrecta
1,2023-01-06,94.63062257516604,0.47139924583632264,3.1700389175148476,39.07537883319805,22,0,
1,2023-01-07,92.35590032539379,0.4833602879395461,2.8669331326593657,37.8584660614073,26,0,
1,2023-01-08,109.56212917643141,0.5818429755524162,3.1366044917193676,37.39055298735534,34,0,
1,2023-01-09,93.76846390426077,0.3757960875931188,3.1632044716082115,36.997211790668445,35,0,
1,2023-01-10,100.09845206750646,0.4220053256290297,2.6809674640749352,43.681031173311894,43,0,
1,2023-01-11,95.29741421285432,0.6103528622170253,3.885559769651774,37.04022911452083,48,0,
1,2023-01-12,85.80677594095394,0.5432819085832206,2.4545326479280467,41.2154929432762,51,0,
1,2023-01-13,92.71798717337538,0.461009758944547,3.5750242407911292,41.3881741029615,54,0,
1,2023-01-14,94.48286526636568,0.40301273297964185,2.986261197166429,46.62352811994342,60,0,
1,2023-01-15,96.1951905856578,0.5443856937884418,2.7761936313875073,40.78696798526955,61,0,
1,2023-01-16,112.79042890805918,0.4657741806885273,2.5103710481539934,40.444353607248,65,0,
1,2023-01-17,107.12472170475611,0.43830473078229,3.7664840600474365,39.54318667131833,70,0,
1,2023-01-18,119.95009880854505,0.4882149900884313,3.7233622597285905,48.91123324962703,71,0,
1,2023-01-19,92.82803680304903,0.5073734731595294,3.3170214326976835,44.94784337505703,79,0,
1,2023-01-20,106.36734579025881,0.3899905115136599,3.1788225244615536,39.43421472361311,88,0,
1,2023-01-21,108.16449901016294,0.3154998615600675,2.2178686476864877,43.13379696712583,96,0,
1,2023-01-22,102.48353906513331,0.7168733793113458,3.532707070621527,31.759222986976106,100,0,
1,2023-01-23,94.37759880651589,0.458658498895945,2.3856368323678634,37.19028513267881,104,0,
1,2023-01-24,98.51480464140285,0.3895910807751495,4.548164859053907,29.329733692969178,106,0,
1,2023-01-25,102.8305367810728,0.48190926034507536,2.7855348021033235,37.89953478798694,107,0,
